Timestamp, RAM_Available_MB, GPU_Free_MB
2026-05-08 07:23:51, 23473.06, 7258
2026-05-08 07:24:21, 23626.36, 7258
2026-05-08 07:24:51, 23636.16, 7258
2026-05-08 07:25:21, 23627.43, 7258
2026-05-08 07:25:51, 23523.71, 7258
2026-05-08 07:26:21, 23576.99, 7258
2026-05-08 07:26:51, 23585.85, 7258
2026-05-08 07:27:21, 23648.88, 7258
2026-05-08 07:27:51, 23508.04, 7258
2026-05-08 07:28:22, 23514.53, 7258
2026-05-08 07:28:52, 23517.39, 7258
2026-05-08 07:29:22, 23613.39, 7258
2026-05-08 07:29:52, 23596.36, 7258
2026-05-08 07:30:22, 23595.31, 7258
2026-05-08 07:30:52, 23617.54, 7258
2026-05-08 07:31:22, 23617.05, 7258
2026-05-08 07:31:52, 23623.27, 7258
2026-05-08 07:32:22, 23627.28, 7258
2026-05-08 07:32:52, 23608.34, 7253
2026-05-08 07:33:22, 23607.46, 7253
2026-05-08 07:33:52, 23579.65, 7253
2026-05-08 07:34:22, 23484.08, 7253
2026-05-08 07:34:52, 23385.18, 7251
2026-05-08 07:35:22, 23560.46, 7251
2026-05-08 07:35:52, 23198.40, 7251
2026-05-08 07:36:22, 23569.98, 7251
2026-05-08 07:36:52, 23488.79, 7251
2026-05-08 07:37:22, 23489.84, 7251
2026-05-08 07:37:52, 23463.78, 7251
2026-05-08 07:38:22, 23529.70, 7251
2026-05-08 07:38:52, 23498.42, 7251
2026-05-08 07:39:22, 23435.14, 7251
2026-05-08 07:39:52, 23425.60, 7251
2026-05-08 07:40:22, 23600.61, 7251
2026-05-08 07:40:52, 23511.47, 7251
2026-05-08 07:41:23, 23545.44, 7251
2026-05-08 07:41:53, 23543.28, 7251
2026-05-08 07:42:23, 23572.47, 7251
2026-05-08 07:42:53, 23452.72, 7251
2026-05-08 07:43:23, 23485.92, 7251
2026-05-08 07:43:53, 23537.14, 7251
2026-05-08 07:44:23, 23535.18, 7251
2026-05-08 07:44:53, 23402.20, 7251
2026-05-08 07:45:23, 23468.38, 7251
2026-05-08 07:45:53, 23439.54, 7251
2026-05-08 07:46:23, 23555.81, 7251
2026-05-08 07:46:53, 23555.68, 7251
2026-05-08 07:47:23, 23555.79, 7251
2026-05-08 07:47:53, 23540.68, 7251
2026-05-08 07:48:23, 23517.89, 7251
2026-05-08 07:48:53, 23542.40, 7251
2026-05-08 07:49:23, 23564.47, 7251
2026-05-08 07:49:53, 23361.68, 7251
2026-05-08 07:50:23, 23424.89, 7251
2026-05-08 07:50:53, 23463.71, 7251
2026-05-08 07:51:23, 23534.30, 7251
2026-05-08 07:51:53, 23533.98, 7251
2026-05-08 07:52:23, 23530.61, 7251
2026-05-08 07:52:53, 23462.07, 7251
2026-05-08 07:53:23, 23471.24, 7251
2026-05-08 07:53:53, 23498.10, 7251
2026-05-08 07:54:23, 23542.83, 7251
2026-05-08 07:54:54, 23493.83, 7251
2026-05-08 07:55:24, 23418.08, 7251
2026-05-08 07:55:54, 23428.63, 7251
2026-05-08 07:56:24, 23551.39, 7251
2026-05-08 07:56:54, 23521.42, 7251
2026-05-08 07:57:24, 23509.65, 7251
2026-05-08 07:57:54, 23321.63, 7251
2026-05-08 07:58:24, 23382.61, 7252
2026-05-08 07:58:54, 23422.65, 7252
2026-05-08 07:59:24, 23517.86, 7252
2026-05-08 07:59:54, 23529.99, 7252
2026-05-08 08:00:24, 23528.62, 7252
2026-05-08 08:00:54, 23399.48, 7252
2026-05-08 08:01:24, 23480.15, 7252
2026-05-08 08:01:54, 23483.00, 7252
2026-05-08 08:02:24, 23548.23, 7252
2026-05-08 08:02:54, 23513.63, 7251
2026-05-08 08:03:24, 23518.17, 7251
2026-05-08 08:03:54, 23523.23, 7251
2026-05-08 08:04:24, 23523.22, 7251
2026-05-08 08:04:54, 23527.16, 7251
2026-05-08 08:05:24, 23530.23, 7251
2026-05-08 08:05:54, 23418.19, 7251
2026-05-08 08:06:24, 23480.76, 7251
2026-05-08 08:06:54, 23518.16, 7251
2026-05-08 08:07:24, 23503.80, 7251
2026-05-08 08:07:55, 23505.24, 7251
2026-05-08 08:08:25, 23509.77, 7251
2026-05-08 08:08:55, 23481.76, 7251
2026-05-08 08:09:25, 23469.54, 7251
2026-05-08 08:09:55, 23483.49, 7251
2026-05-08 08:10:25, 23539.95, 7251
2026-05-08 08:10:55, 23446.53, 7251
2026-05-08 08:11:25, 23533.19, 7251
2026-05-08 08:11:55, 23406.62, 7251
2026-05-08 08:12:25, 23410.30, 7251
2026-05-08 08:12:55, 23387.47, 7251
2026-05-08 08:13:25, 23455.18, 7251
2026-05-08 08:13:55, 23460.14, 7251
2026-05-08 08:14:25, 23504.92, 7251
2026-05-08 08:14:55, 23519.34, 7251
2026-05-08 08:15:25, 23523.75, 7251
2026-05-08 08:15:55, 23472.03, 7251
2026-05-08 08:16:25, 23361.88, 7251
2026-05-08 08:16:55, 23440.65, 7251
2026-05-08 08:17:25, 23448.34, 7251
2026-05-08 08:17:55, 23415.41, 7251
2026-05-08 08:18:25, 23475.96, 7256
2026-05-08 08:18:55, 23429.18, 7256
2026-05-08 08:19:25, 23432.81, 7256
2026-05-08 08:19:55, 23432.22, 7256
2026-05-08 08:20:25, 23496.73, 7256
2026-05-08 08:20:56, 23483.50, 7256
2026-05-08 08:21:26, 23492.77, 7256
2026-05-08 08:21:56, 23367.03, 7256
2026-05-08 08:22:26, 23454.79, 7256
2026-05-08 08:22:56, 23441.18, 7256
2026-05-08 08:23:26, 23499.14, 7256
2026-05-08 08:23:56, 23517.93, 7256
2026-05-08 08:24:26, 23516.28, 7256
2026-05-08 08:24:56, 23511.70, 7256
2026-05-08 08:25:26, 23518.71, 7256
2026-05-08 08:25:56, 23450.03, 7256
2026-05-08 08:26:26, 23512.72, 7256
2026-05-08 08:26:56, 23513.45, 7256
2026-05-08 08:27:26, 23448.08, 7256
2026-05-08 08:27:56, 23297.59, 7256
2026-05-08 08:28:26, 23294.39, 7256
2026-05-08 08:28:56, 23409.72, 7256
2026-05-08 08:29:26, 23483.08, 7256
2026-05-08 08:29:56, 23490.27, 7256
2026-05-08 08:30:26, 23493.91, 7256
2026-05-08 08:30:56, 23495.82, 7256
2026-05-08 08:31:26, 23483.46, 7256
2026-05-08 08:31:56, 23427.54, 7256
2026-05-08 08:32:26, 23425.84, 7256
2026-05-08 08:32:56, 23326.23, 7251
2026-05-08 08:33:26, 23463.85, 7251
2026-05-08 08:33:57, 23423.65, 7251
2026-05-08 08:34:27, 23422.82, 7251
2026-05-08 08:34:57, 23409.14, 7251
2026-05-08 08:35:27, 23399.05, 7251
2026-05-08 08:35:57, 23344.78, 7251
2026-05-08 08:36:27, 23371.99, 7251
2026-05-08 08:36:57, 23426.61, 7251
2026-05-08 08:37:27, 23516.39, 7251
2026-05-08 08:37:57, 23455.91, 7251
2026-05-08 08:38:27, 23422.90, 7251
2026-05-08 08:38:57, 23416.46, 7251
2026-05-08 08:39:27, 23371.76, 7251
2026-05-08 08:39:57, 23468.58, 7251
2026-05-08 08:40:27, 23490.03, 7251
2026-05-08 08:40:57, 23464.72, 7251
2026-05-08 08:41:27, 23435.04, 7251
2026-05-08 08:41:57, 23439.95, 7251
2026-05-08 08:42:27, 23525.01, 7251
2026-05-08 08:42:57, 23371.71, 7251
2026-05-08 08:43:27, 23335.83, 7251
2026-05-08 08:43:57, 23477.38, 7251
2026-05-08 08:44:27, 23489.90, 7251
2026-05-08 08:44:57, 23394.62, 7251
2026-05-08 08:45:27, 23452.67, 7251
2026-05-08 08:45:57, 23364.42, 7251
2026-05-08 08:46:28, 23461.51, 7251
2026-05-08 08:46:58, 23467.27, 7251
2026-05-08 08:47:28, 23504.46, 7251
2026-05-08 08:47:58, 23410.04, 7251
2026-05-08 08:48:28, 23447.55, 7251
2026-05-08 08:48:58, 23343.68, 7251
2026-05-08 08:49:28, 23508.64, 7251
2026-05-08 08:49:58, 23471.42, 7251
2026-05-08 08:50:28, 23472.26, 7251
2026-05-08 08:50:58, 23520.40, 7251
2026-05-08 08:51:28, 23487.02, 7251
2026-05-08 08:51:58, 23518.47, 7251
2026-05-08 08:52:28, 23484.19, 7251
2026-05-08 08:52:58, 23408.06, 7251
2026-05-08 08:53:28, 23446.65, 7251
2026-05-08 08:53:58, 23350.23, 7251
2026-05-08 08:54:28, 23410.13, 7251
2026-05-08 08:54:58, 23447.68, 7251
2026-05-08 08:55:28, 23407.27, 7251
2026-05-08 08:55:58, 23374.40, 7251
2026-05-08 08:56:28, 23453.04, 7251
2026-05-08 08:56:58, 23407.82, 7251
2026-05-08 08:57:28, 23368.14, 7251
2026-05-08 08:57:58, 23445.48, 7251
2026-05-08 08:58:28, 23475.78, 7252
2026-05-08 08:58:58, 23443.11, 7252
2026-05-08 08:59:29, 23467.44, 7252
2026-05-08 08:59:59, 23344.07, 7252
2026-05-08 09:00:29, 23448.75, 7252
2026-05-08 09:00:59, 23441.73, 7252
2026-05-08 09:01:29, 23477.43, 7252
2026-05-08 09:01:59, 23483.60, 7252
2026-05-08 09:02:29, 23479.38, 7252
2026-05-08 09:02:59, 23387.90, 7251
2026-05-08 09:03:29, 23363.37, 7251
2026-05-08 09:03:59, 23438.62, 7251
2026-05-08 09:04:29, 23494.15, 7251
2026-05-08 09:04:59, 23365.02, 7251
2026-05-08 09:05:29, 23441.26, 7251
2026-05-08 09:05:59, 23446.19, 7251
2026-05-08 09:06:29, 23452.97, 7251
2026-05-08 09:06:59, 23501.45, 7251
2026-05-08 09:07:29, 23497.16, 7251
2026-05-08 09:07:59, 23434.28, 7251
2026-05-08 09:08:29, 23436.90, 7251
2026-05-08 09:08:59, 23398.17, 7251
2026-05-08 09:09:29, 23397.94, 7251
2026-05-08 09:09:59, 23397.93, 7251
2026-05-08 09:10:29, 23443.32, 7251
2026-05-08 09:10:59, 23411.26, 7251
2026-05-08 09:11:29, 23346.85, 7251
2026-05-08 09:12:00, 23358.35, 7251
2026-05-08 09:12:30, 23339.50, 7251
2026-05-08 09:13:00, 23381.44, 7251
2026-05-08 09:13:30, 23416.77, 7251
2026-05-08 09:14:00, 23407.97, 7251
2026-05-08 09:14:30, 23400.87, 7251
2026-05-08 09:15:00, 23458.48, 7251
2026-05-08 09:15:30, 23387.75, 7251
2026-05-08 09:16:00, 23462.31, 7251
2026-05-08 09:16:30, 23412.46, 7251
2026-05-08 09:17:00, 23407.27, 7251
2026-05-08 09:17:30, 23412.91, 7251
2026-05-08 09:18:00, 23382.50, 7251
2026-05-08 09:18:30, 23449.11, 7256
2026-05-08 09:19:00, 23466.91, 7256
2026-05-08 09:19:30, 23468.64, 7256
2026-05-08 09:20:00, 23417.97, 7256
2026-05-08 09:20:30, 23408.93, 7256
2026-05-08 09:21:00, 23330.71, 7256
2026-05-08 09:21:30, 23474.74, 7256
2026-05-08 09:22:00, 23394.19, 7256
2026-05-08 09:22:30, 23467.58, 7256
2026-05-08 09:23:00, 23366.74, 7256
2026-05-08 09:23:30, 23374.98, 7256
2026-05-08 09:24:00, 23405.10, 7256
2026-05-08 09:24:30, 23484.41, 7256
2026-05-08 09:25:01, 23409.96, 7256
2026-05-08 09:25:31, 23414.03, 7256
2026-05-08 09:26:01, 23411.11, 7256
2026-05-08 09:26:31, 23356.18, 7256
2026-05-08 09:27:01, 23487.77, 7256
2026-05-08 09:27:31, 23339.28, 7256
2026-05-08 09:28:01, 23255.41, 7256
2026-05-08 09:28:31, 23327.27, 7256
2026-05-08 09:29:01, 23384.40, 7256
2026-05-08 09:29:31, 23465.70, 7256
2026-05-08 09:30:01, 23387.39, 7256
2026-05-08 09:30:31, 23387.42, 7256
2026-05-08 09:31:01, 23424.56, 7256
2026-05-08 09:31:31, 23380.16, 7256
2026-05-08 09:32:01, 23359.76, 7256
2026-05-08 09:32:31, 23485.84, 7256
2026-05-08 09:33:01, 23395.04, 7251
2026-05-08 09:33:31, 23298.29, 7251
2026-05-08 09:34:01, 23404.63, 7251
2026-05-08 09:34:31, 23423.46, 7251
2026-05-08 09:35:01, 23384.85, 7251
2026-05-08 09:35:31, 23376.77, 7251
2026-05-08 09:36:01, 23342.35, 7251
2026-05-08 09:36:31, 23355.90, 7251
2026-05-08 09:37:01, 23419.08, 7251
2026-05-08 09:37:31, 23345.92, 7251
2026-05-08 09:38:01, 23389.39, 7251
2026-05-08 09:38:31, 23387.59, 7251
2026-05-08 09:39:02, 23410.65, 7251
2026-05-08 09:39:32, 23412.89, 7251
2026-05-08 09:40:02, 23413.70, 7251
2026-05-08 09:40:32, 23329.24, 7251
2026-05-08 09:41:02, 23298.51, 7251
2026-05-08 09:41:32, 23352.12, 7251
2026-05-08 09:42:02, 23345.49, 7251
2026-05-08 09:42:32, 23291.98, 7251
2026-05-08 09:43:02, 23345.14, 7251
2026-05-08 09:43:32, 23380.86, 7251
2026-05-08 09:44:02, 23401.68, 7251
2026-05-08 09:44:32, 23404.08, 7251
2026-05-08 09:45:02, 23339.38, 7251
2026-05-08 09:45:32, 23346.63, 7251
2026-05-08 09:46:02, 23346.45, 7251
2026-05-08 09:46:32, 23347.84, 7251
2026-05-08 09:47:02, 23334.59, 7251
2026-05-08 09:47:32, 23323.30, 7251
2026-05-08 09:48:02, 23219.79, 7251
2026-05-08 09:48:32, 23358.44, 7251
2026-05-08 09:49:02, 23389.53, 7251
2026-05-08 09:49:32, 23393.38, 7251
2026-05-08 09:50:02, 23325.26, 7251
2026-05-08 09:50:32, 23399.20, 7251
2026-05-08 09:51:02, 23355.83, 7251
2026-05-08 09:51:32, 23358.02, 7251
2026-05-08 09:52:02, 23347.84, 7251
2026-05-08 09:52:33, 23403.38, 7251
2026-05-08 09:53:03, 23319.54, 7251
2026-05-08 09:53:33, 23245.44, 7251
2026-05-08 09:54:03, 23337.20, 7251
2026-05-08 09:54:33, 23341.13, 7251
2026-05-08 09:55:03, 23350.22, 7251
2026-05-08 09:55:33, 23228.49, 7235
2026-05-08 09:56:03, 23187.85, 7235
2026-05-08 09:56:33, 23201.11, 7235
2026-05-08 09:57:03, 22949.31, 7235
2026-05-08 09:57:33, 22784.44, 7235
2026-05-08 09:58:03, 22884.13, 7235
2026-05-08 09:58:33, 22929.04, 7235
2026-05-08 09:59:03, 22928.96, 7235
2026-05-08 09:59:33, 23007.38, 7235
2026-05-08 10:00:03, 22977.74, 7235
2026-05-08 10:00:33, 22960.29, 7235
2026-05-08 10:01:03, 22959.16, 7235
2026-05-08 10:01:33, 23043.86, 7235
2026-05-08 10:02:03, 23048.45, 7235
2026-05-08 10:02:33, 23038.45, 7235
2026-05-08 10:03:03, 23027.25, 7235
2026-05-08 10:03:33, 23051.57, 7234
2026-05-08 10:04:03, 22931.98, 7234
2026-05-08 10:04:33, 23025.48, 7234
2026-05-08 10:05:03, 23029.98, 7234
2026-05-08 10:05:34, 23106.73, 7234
2026-05-08 10:06:04, 23100.57, 7234
2026-05-08 10:06:34, 23092.93, 7234
2026-05-08 10:07:04, 23141.18, 7234
2026-05-08 10:07:34, 23165.43, 7234
2026-05-08 10:08:04, 23052.33, 7235
2026-05-08 10:08:34, 22941.52, 7235
2026-05-08 10:09:04, 23012.42, 7235
2026-05-08 10:09:34, 23072.64, 7235
2026-05-08 10:10:04, 23092.90, 7235
2026-05-08 10:10:34, 23085.81, 7235
2026-05-08 10:11:04, 23088.33, 7235
2026-05-08 10:11:34, 23071.76, 7235
2026-05-08 10:12:04, 23094.61, 7235
2026-05-08 10:12:34, 23055.63, 7235
2026-05-08 10:13:04, 23025.81, 7235
2026-05-08 10:13:34, 23128.95, 7235
2026-05-08 10:14:04, 23058.66, 7235
2026-05-08 10:14:34, 23112.82, 7235
2026-05-08 10:15:04, 23047.28, 7235
2026-05-08 10:15:34, 23126.68, 7235
2026-05-08 10:16:04, 23074.43, 7235
2026-05-08 10:16:34, 22945.22, 7235
2026-05-08 10:17:04, 23020.71, 7235
2026-05-08 10:17:35, 23085.78, 7235
2026-05-08 10:18:05, 23033.61, 7240
2026-05-08 10:18:35, 23069.30, 7240
2026-05-08 10:19:05, 23018.90, 7240
2026-05-08 10:19:35, 23016.55, 7240
2026-05-08 10:20:05, 23018.50, 7240
2026-05-08 10:20:35, 23007.83, 7240
2026-05-08 10:21:05, 23018.70, 7240
2026-05-08 10:21:35, 23037.41, 7240
2026-05-08 10:22:05, 23040.09, 7240
2026-05-08 10:22:35, 23041.71, 7240
2026-05-08 10:23:05, 23027.40, 7240
2026-05-08 10:23:35, 23005.36, 7240
2026-05-08 10:24:05, 23037.07, 7240
2026-05-08 10:24:35, 23070.70, 7240
2026-05-08 10:25:05, 23039.32, 7240
2026-05-08 10:25:35, 22963.91, 7240
2026-05-08 10:26:05, 23027.52, 7240
2026-05-08 10:26:35, 22996.91, 7240
2026-05-08 10:27:05, 23027.72, 7240
2026-05-08 10:27:35, 21520.55, 6976
2026-05-08 10:28:05, 21774.15, 6834
2026-05-08 10:28:35, 21846.86, 6819
2026-05-08 10:29:05, 19766.45, 6666
2026-05-08 10:29:35, 19441.30, 6537
2026-05-08 10:30:06, 19817.63, 6533
2026-05-08 10:30:36, 19899.81, 6583
2026-05-08 10:31:06, 19877.49, 6604
2026-05-08 10:31:36, 19706.94, 6595
2026-05-08 10:32:06, 19622.76, 6592
2026-05-08 10:32:36, 19423.58, 6613
2026-05-08 10:33:06, 19568.97, 6616
2026-05-08 10:33:36, 19640.55, 6617
2026-05-08 10:34:06, 19587.28, 6500
2026-05-08 10:34:36, 19628.65, 6587
2026-05-08 10:35:06, 19595.23, 6553
2026-05-08 10:35:36, 19704.91, 6578
2026-05-08 10:36:06, 19643.37, 6560
2026-05-08 10:36:36, 19576.11, 6584
2026-05-08 10:37:06, 19569.59, 6584
2026-05-08 10:37:36, 19023.92, 6551
2026-05-08 10:38:06, 19210.58, 6550
2026-05-08 10:38:36, 19284.36, 6583
2026-05-08 10:39:06, 19284.55, 6589
2026-05-08 10:39:36, 19405.63, 6584
2026-05-08 10:40:06, 19285.97, 6593
2026-05-08 10:40:36, 19343.24, 6579
2026-05-08 10:41:06, 18872.44, 6544
2026-05-08 10:41:36, 19093.25, 6585
2026-05-08 10:42:06, 19424.86, 6574
2026-05-08 10:42:37, 19388.32, 6575
2026-05-08 10:43:07, 19315.86, 6562
2026-05-08 10:43:37, 19181.25, 6555
2026-05-08 10:44:07, 19214.81, 6569
2026-05-08 10:44:37, 19196.32, 6586
2026-05-08 10:45:07, 19901.71, 6556
2026-05-08 10:45:37, 19883.76, 6565
2026-05-08 10:46:07, 19867.67, 6590
2026-05-08 10:46:37, 20136.66, 6609
2026-05-08 10:47:07, 20370.25, 6611
2026-05-08 10:47:37, 20390.47, 6611
2026-05-08 10:48:07, 20449.47, 6611
2026-05-08 10:48:37, 20359.52, 6610
2026-05-08 10:49:07, 20483.75, 6611
2026-05-08 10:49:37, 20535.48, 6611
2026-05-08 10:50:07, 20525.13, 6611
2026-05-08 10:50:37, 20592.71, 6611
2026-05-08 10:51:07, 20567.69, 6611
2026-05-08 10:51:37, 20534.20, 6614
2026-05-08 10:52:07, 20596.85, 6614
2026-05-08 10:52:37, 20325.95, 6614
2026-05-08 10:53:07, 20495.04, 6614
2026-05-08 10:53:37, 20503.93, 6614
2026-05-08 10:54:07, 20454.49, 6616
2026-05-08 10:54:37, 20547.80, 6616
2026-05-08 10:55:07, 20533.46, 6616
2026-05-08 10:55:38, 20519.96, 6616
2026-05-08 10:56:08, 20536.83, 6616
2026-05-08 10:56:38, 20444.04, 6620
2026-05-08 10:57:08, 20510.68, 6620
2026-05-08 10:57:38, 20580.60, 6620
2026-05-08 10:58:08, 20499.46, 6620
2026-05-08 10:58:38, 20539.00, 6620
2026-05-08 10:59:08, 20512.27, 6620
2026-05-08 10:59:38, 20480.71, 6620
2026-05-08 11:00:08, 20659.95, 6620
2026-05-08 11:00:38, 20633.98, 6620
2026-05-08 11:01:08, 20655.77, 6620
2026-05-08 11:01:38, 20674.03, 6620
2026-05-08 11:02:08, 20630.89, 6620
2026-05-08 11:02:38, 20612.42, 6620
2026-05-08 11:03:08, 20562.25, 6620
2026-05-08 11:03:38, 20582.12, 6620
2026-05-08 11:04:08, 20592.83, 6620
2026-05-08 11:04:38, 20468.69, 6620
2026-05-08 11:05:08, 20417.77, 6620
2026-05-08 11:05:38, 20585.85, 6620
2026-05-08 11:06:08, 20666.90, 6620
2026-05-08 11:06:38, 20621.46, 6620
2026-05-08 11:07:08, 20627.11, 6620
2026-05-08 11:07:38, 20623.21, 6620
2026-05-08 11:08:09, 20643.52, 6620
2026-05-08 11:08:39, 20647.14, 6620
2026-05-08 11:09:09, 20565.78, 6620
2026-05-08 11:09:39, 20607.64, 6620
2026-05-08 11:10:09, 20609.57, 6620
2026-05-08 11:10:39, 20554.13, 6620
2026-05-08 11:11:09, 20636.69, 6620
2026-05-08 11:11:39, 20625.40, 6620
2026-05-08 11:12:09, 20681.05, 6620
2026-05-08 11:12:39, 20591.21, 6620
2026-05-08 11:13:09, 20566.09, 6620
2026-05-08 11:13:39, 20603.27, 6620
2026-05-08 11:14:09, 20576.88, 6620
2026-05-08 11:14:39, 20595.30, 6620
2026-05-08 11:15:09, 20593.01, 6620
2026-05-08 11:15:39, 20473.79, 6620
2026-05-08 11:16:09, 20590.27, 6620
2026-05-08 11:16:39, 20548.22, 6620
2026-05-08 11:17:09, 20446.68, 6620
2026-05-08 11:17:39, 20492.77, 6620
2026-05-08 11:18:09, 20445.14, 6620
2026-05-08 11:18:39, 20505.32, 6620
2026-05-08 11:19:09, 20476.99, 6620
2026-05-08 11:19:39, 20466.07, 6620
2026-05-08 11:20:09, 20473.73, 6620
2026-05-08 11:20:39, 20530.42, 6620
2026-05-08 11:21:09, 20529.69, 6620
2026-05-08 11:21:40, 20599.72, 6620
2026-05-08 11:22:10, 20536.73, 6620
2026-05-08 11:22:40, 20530.11, 6620
2026-05-08 11:23:10, 20462.54, 6620
2026-05-08 11:23:40, 20453.05, 6620
2026-05-08 11:24:10, 20466.66, 6620
2026-05-08 11:24:40, 20473.86, 6620
2026-05-08 11:25:10, 20483.22, 6620
2026-05-08 11:25:40, 20432.21, 6620
2026-05-08 11:26:10, 20494.19, 6620
2026-05-08 11:26:40, 20443.71, 6620
2026-05-08 11:27:10, 20509.12, 6620
2026-05-08 11:27:40, 20464.01, 6620
2026-05-08 11:28:10, 20442.12, 6620
2026-05-08 11:28:40, 20478.27, 6620
2026-05-08 11:29:10, 20429.31, 6620
2026-05-08 11:29:40, 20477.04, 6620
2026-05-08 11:30:10, 20478.49, 6620
2026-05-08 11:30:40, 20482.92, 6620
2026-05-08 11:31:10, 20491.07, 6620
2026-05-08 11:31:40, 20407.36, 6620
2026-05-08 11:32:10, 20494.83, 6620
2026-05-08 11:32:40, 20459.51, 6620
2026-05-08 11:33:10, 20502.93, 6620
2026-05-08 11:33:40, 20511.77, 6619
2026-05-08 11:34:10, 20475.28, 6622
2026-05-08 11:34:41, 20480.98, 6622
2026-05-08 11:35:11, 20385.48, 6622
2026-05-08 11:35:41, 20469.68, 6622
2026-05-08 11:36:11, 20530.14, 6622
2026-05-08 11:36:41, 20482.73, 6628
2026-05-08 11:37:11, 20444.64, 6629
2026-05-08 11:37:41, 20531.25, 6629
2026-05-08 11:38:11, 20513.20, 6629
2026-05-08 11:38:41, 20514.16, 6629
2026-05-08 11:39:11, 20510.44, 6629
2026-05-08 11:39:41, 20550.84, 6629
2026-05-08 11:40:11, 20470.18, 6629
2026-05-08 11:40:41, 20503.99, 6629
2026-05-08 11:41:11, 20487.34, 6629
2026-05-08 11:41:41, 20505.71, 6629
2026-05-08 11:42:11, 20434.70, 6629
2026-05-08 11:42:41, 20343.26, 6629
2026-05-08 11:43:11, 20388.60, 6629
2026-05-08 11:43:41, 20463.30, 6629
2026-05-08 11:44:11, 20473.80, 6629
2026-05-08 11:44:41, 20506.96, 6629
2026-05-08 11:45:11, 20472.41, 6629
2026-05-08 11:45:41, 20429.17, 6629
2026-05-08 11:46:11, 20413.21, 6629
2026-05-08 11:46:41, 20419.61, 6629
2026-05-08 11:47:12, 20497.57, 6629
2026-05-08 11:47:42, 20419.84, 6629
2026-05-08 11:48:12, 20446.09, 6629
2026-05-08 11:48:42, 20554.32, 6629
2026-05-08 11:49:12, 20434.90, 6629
2026-05-08 11:49:42, 20418.27, 6629
2026-05-08 11:50:12, 20432.36, 6629
2026-05-08 11:50:42, 20459.38, 6629
2026-05-08 11:51:12, 20499.69, 6630
2026-05-08 11:51:42, 20508.29, 6630
2026-05-08 11:52:12, 20410.90, 6630
2026-05-08 11:52:42, 20417.22, 6630
2026-05-08 11:53:12, 20387.11, 6630
2026-05-08 11:53:42, 20349.42, 6630
2026-05-08 11:54:12, 20358.26, 6629
2026-05-08 11:54:42, 20364.70, 6633
2026-05-08 11:55:12, 20408.42, 6633
2026-05-08 11:55:42, 20410.97, 6634
2026-05-08 11:56:12, 20474.31, 6634
2026-05-08 11:56:42, 20386.07, 6634
2026-05-08 11:57:12, 20432.29, 6634
2026-05-08 11:57:42, 20379.60, 6634
2026-05-08 11:58:12, 20331.38, 6634
2026-05-08 11:58:42, 20309.71, 6634
2026-05-08 11:59:12, 20394.97, 6634
2026-05-08 11:59:42, 20440.01, 6634
2026-05-08 12:00:12, 20356.13, 6634
2026-05-08 12:00:43, 20310.39, 6634
2026-05-08 12:01:13, 20354.52, 6634
2026-05-08 12:01:43, 20398.82, 6634
2026-05-08 12:02:13, 20389.48, 6634
2026-05-08 12:02:43, 20356.20, 6634
2026-05-08 12:03:13, 20330.84, 6634
2026-05-08 12:03:43, 20334.99, 6634
2026-05-08 12:04:13, 20380.38, 6634
2026-05-08 12:04:43, 20417.03, 6634
2026-05-08 12:05:13, 20456.69, 6634
2026-05-08 12:05:43, 20331.51, 6648
2026-05-08 12:06:13, 20366.75, 6598
2026-05-08 12:06:43, 19583.32, 6287
2026-05-08 12:07:13, 19041.60, 6275
2026-05-08 12:07:43, 19311.70, 6309
2026-05-08 12:08:13, 19343.87, 6306
2026-05-08 12:08:43, 19409.07, 6306
2026-05-08 12:09:13, 19412.59, 6306
2026-05-08 12:09:43, 19473.85, 6360
2026-05-08 12:10:13, 19250.10, 6348
2026-05-08 12:10:43, 19408.70, 6341
2026-05-08 12:11:13, 18047.57, 6263
2026-05-08 12:11:43, 18570.80, 6283
2026-05-08 12:12:13, 18377.96, 6278
2026-05-08 12:12:43, 18462.34, 6273
2026-05-08 12:13:13, 18666.26, 6277
2026-05-08 12:13:44, 18627.22, 6282
2026-05-08 12:14:14, 18254.23, 6270
2026-05-08 12:14:44, 17507.37, 6228
2026-05-08 12:15:14, 17717.40, 6244
2026-05-08 12:15:44, 17956.66, 6255
2026-05-08 12:16:14, 17747.23, 6213
2026-05-08 12:16:44, 18307.22, 6142
2026-05-08 12:17:14, 19068.36, 6234
2026-05-08 12:17:44, 22771.21, 6545
